borough,datetime,temperature_2m,precipitation,visibility,rain,showers,snowfall,wind_speed_10m,date
BROOKLYN,2026-01-19 23:00:00+00:00,-2.5585,0,32700,0,0,0,6.489992,1/19/2026
BROOKLYN,2026-01-20 00:00:00+00:00,-3.1085,0,27500,0,0,0,7.4128532,1/20/2026
BROOKLYN,2026-01-20 01:00:00+00:00,-3.0585,0,25400,0,0,0,10.948973,1/20/2026
BROOKLYN,2026-01-20 02:00:00+00:00,-2.9085,0,24200,0,0,0,11.609651,1/20/2026
BROOKLYN,2026-01-20 03:00:00+00:00,-2.8585,0,41800,0,0,0,16.516901,1/20/2026
BROOKLYN,2026-01-20 04:00:00+00:00,-3.9585001,0,38100,0,0,0,12.620554,1/20/2026
BROOKLYN,2026-01-20 05:00:00+00:00,-4.7584996,0,45000,0,0,0,16.595179,1/20/2026
BROOKLYN,2026-01-20 06:00:00+00:00,-5.7584996,0,38000,0,0,0,15.941944,1/20/2026
BROOKLYN,2026-01-20 07:00:00+00:00,-6.2085,0,42100,0,0,0,17.114204,1/20/2026
BROOKLYN,2026-01-20 08:00:00+00:00,-6.8585,0,38100,0,0,0,14.77755,1/20/2026
BROOKLYN,2026-01-20 09:00:00+00:00,-7.2584996,0,39000,0,0,0,17.313717,1/20/2026
BROOKLYN,2026-01-20 10:00:00+00:00,-7.8085,0,36400,0,0,0,16.923828,1/20/2026
BROOKLYN,2026-01-20 11:00:00+00:00,-8.158501,0,35700,0,0,0,17.015474,1/20/2026
BROOKLYN,2026-01-20 12:00:00+00:00,-8.658501,0,32700,0,0,0,16.65754,1/20/2026
BROOKLYN,2026-01-20 13:00:00+00:00,-8.5585,0,31100,0,0,0,16.676977,1/20/2026
BROOKLYN,2026-01-20 14:00:00+00:00,-8.158501,0,35000,0,0,0,21.479666,1/20/2026
BROOKLYN,2026-01-20 15:00:00+00:00,-7.6584997,0,39400,0,0,0,22.314192,1/20/2026
BROOKLYN,2026-01-20 16:00:00+00:00,-6.9585,0,42600,0,0,0,24.29133,1/20/2026
BROOKLYN,2026-01-20 17:00:00+00:00,-6.1584997,0,46200,0,0,0,24.609364,1/20/2026
BROOKLYN,2026-01-20 18:00:00+00:00,-5.9585,0,46400,0,0,0,26.042212,1/20/2026
BROOKLYN,2026-01-20 19:00:00+00:00,-5.5585,0,50500,0,0,0,22.7057,1/20/2026
BROOKLYN,2026-01-20 20:00:00+00:00,-5.5084996,0,51800,0,0,0,23.177402,1/20/2026
BROOKLYN,2026-01-20 21:00:00+00:00,-5.9084997,0,51400,0,0,0,23.828083,1/20/2026
BROOKLYN,2026-01-20 22:00:00+00:00,-6.8085,0,47600,0,0,0,18.584509,1/20/2026
BROOKLYN,2026-01-20 23:00:00+00:00,-7.1584997,0,48600,0,0,0,17.227419,1/20/2026
BROOKLYN,2026-01-21 00:00:00+00:00,-7.8085,0,49200,0,0,0,15.379206,1/21/2026
BROOKLYN,2026-01-21 01:00:00+00:00,-8.3585005,0,43800,0,0,0,11.874544,1/21/2026
BROOKLYN,2026-01-21 02:00:00+00:00,-8.5585,0,42600,0,0,0,9.227524,1/21/2026
BROOKLYN,2026-01-21 03:00:00+00:00,-8.9585,0,40700,0,0,0,9.504273,1/21/2026
BROOKLYN,2026-01-21 04:00:00+00:00,-9.158501,0,41700,0,0,0,8.311245,1/21/2026
QUEENS,2026-01-14 05:00:00+00:00,5.724,0,23400,0,0,0,11.901798,1/14/2026
QUEENS,2026-01-14 06:00:00+00:00,6.424,0,24500,0,0,0,11.570515,1/14/2026
QUEENS,2026-01-14 07:00:00+00:00,6.024,0,23300,0,0,0,4.896529,1/14/2026
QUEENS,2026-01-14 08:00:00+00:00,5.874,0,25800,0,0,0,6.989936,1/14/2026
QUEENS,2026-01-14 09:00:00+00:00,5.074,0,25800,0,0,0,7.42159,1/14/2026
QUEENS,2026-01-14 10:00:00+00:00,4.174,0,22300,0,0,0,6.9527545,1/14/2026
QUEENS,2026-01-14 11:00:00+00:00,4.424,0,19800,0,0,0,4.452954,1/14/2026
QUEENS,2026-01-14 12:00:00+00:00,4.524,0,23300,0,0,0,6.849467,1/14/2026
QUEENS,2026-01-14 13:00:00+00:00,5.124,0,19600,0,0,0,5.1919937,1/14/2026
QUEENS,2026-01-14 14:00:00+00:00,5.924,0,20800,0,0,0,3.8773184,1/14/2026
QUEENS,2026-01-14 15:00:00+00:00,7.524,0,30000,0,0,0,5.95906,1/14/2026
QUEENS,2026-01-14 16:00:00+00:00,8.074,0,29400,0,0,0,6.9899354,1/14/2026
QUEENS,2026-01-14 17:00:00+00:00,8.224,0,23200,0,0,0,7.072878,1/14/2026
QUEENS,2026-01-14 18:00:00+00:00,8.624,0,30100,0,0,0,6.151683,1/14/2026
QUEENS,2026-01-14 19:00:00+00:00,9.024,0,25500,0,0,0,5.6233797,1/14/2026
QUEENS,2026-01-14 20:00:00+00:00,9.024,0,25300,0,0,0,6.3690495,1/14/2026
QUEENS,2026-01-14 21:00:00+00:00,8.324,0,21700,0,0,0,6.297428,1/14/2026
QUEENS,2026-01-14 22:00:00+00:00,7.374,0,24400,0,0,0,5.7599998,1/14/2026
QUEENS,2026-01-14 23:00:00+00:00,7.024,0,24700,0,0,0,7.2359104,1/14/2026
QUEENS,2026-01-15 00:00:00+00:00,6.424,0,19600,0,0,0,7.5170207,1/15/2026
QUEENS,2026-01-15 01:00:00+00:00,6.624,0,19200,0,0,0,10.853866,1/15/2026
QUEENS,2026-01-15 02:00:00+00:00,6.024,0,17800,0,0,0,11.165805,1/15/2026
QUEENS,2026-01-15 03:00:00+00:00,6.174,0,17300,0,0,0,8.654987,1/15/2026
QUEENS,2026-01-15 04:00:00+00:00,6.324,0,18100,0,0,0,8.654986,1/15/2026
QUEENS,2026-01-15 05:00:00+00:00,5.874,0,19300,0,0,0,9.726665,1/15/2026
QUEENS,2026-01-15 06:00:00+00:00,5.674,0,20200,0,0,0,8.225035,1/15/2026
QUEENS,2026-01-15 07:00:00+00:00,5.124,0,19000,0,0,0,6.849467,1/15/2026
QUEENS,2026-01-15 08:00:00+00:00,5.324,0,18400,0,0,0,8.557102,1/15/2026
QUEENS,2026-01-15 09:00:00+00:00,5.174,0,20900,0,0,0,9,1/15/2026
QUEENS,2026-01-15 10:00:00+00:00,4.924,0,22600,0,0,0,10.703569,1/15/2026
QUEENS,2026-01-15 11:00:00+00:00,5.374,0,23900,0,0,0,9.449572,1/15/2026
QUEENS,2026-01-15 12:00:00+00:00,5.224,0,15300,0,0,0,16.45007,1/15/2026
QUEENS,2026-01-15 13:00:00+00:00,5.474,0,18400,0,0,0,16.45007,1/15/2026
QUEENS,2026-01-15 14:00:00+00:00,5.174,0,25400,0,0,0,20.037485,1/15/2026
QUEENS,2026-01-15 15:00:00+00:00,4.424,0,32400,0,0,0,25.277023,1/15/2026
QUEENS,2026-01-15 16:00:00+00:00,4.224,0,37400,0,0,0,26.415268,1/15/2026
QUEENS,2026-01-15 17:00:00+00:00,3.724,0,41600,0,0,0,26.282463,1/15/2026
QUEENS,2026-01-15 18:00:00+00:00,3.574,0,48600,0,0,0,26.407907,1/15/2026
QUEENS,2026-01-15 19:00:00+00:00,2.974,0,49100,0,0,0,25.071096,1/15/2026
QUEENS,2026-01-15 20:00:00+00:00,2.274,0,51000,0,0,0,23.795427,1/15/2026
QUEENS,2026-01-15 21:00:00+00:00,1.224,0,47500,0,0,0,24.1388,1/15/2026
QUEENS,2026-01-15 22:00:00+00:00,-0.376,0,48700,0,0,0,20.991426,1/15/2026
QUEENS,2026-01-15 23:00:00+00:00,-1.4760001,0,45500,0,0,0,23.177402,1/15/2026
QUEENS,2026-01-16 00:00:00+00:00,-1.9760001,0,45000,0,0,0,22.7057,1/16/2026
QUEENS,2026-01-16 01:00:00+00:00,-2.076,0,45400,0,0,0,21.647945,1/16/2026
QUEENS,2026-01-16 02:00:00+00:00,-2.676,0,48900,0,0,0,15.84,1/16/2026
QUEENS,2026-01-16 03:00:00+00:00,-3.476,0,46300,0,0,0,18.94024,1/16/2026
QUEENS,2026-01-16 04:00:00+00:00,-3.626,0,48700,0,0,0,23.576563,1/16/2026
QUEENS,2026-01-16 05:00:00+00:00,-3.726,0,51200,0,0,0,24.609364,1/16/2026
QUEENS,2026-01-16 06:00:00+00:00,-4.926,0,43800,0,0,0,23.023119,1/16/2026
QUEENS,2026-01-16 07:00:00+00:00,-5.326,0,38800,0,0,0,25.49908,1/16/2026
QUEENS,2026-01-16 08:00:00+00:00,-5.526,0,39800,0,0,0,24.280659,1/16/2026
QUEENS,2026-01-16 09:00:00+00:00,-5.626,0,39400,0,0,0,22.19773,1/16/2026
QUEENS,2026-01-16 10:00:00+00:00,-5.526,0,37700,0,0,0,19.443333,1/16/2026
QUEENS,2026-01-16 11:00:00+00:00,-5.376,0,38900,0,0,0,21.26744,1/16/2026
QUEENS,2026-01-16 12:00:00+00:00,-5.226,0,42400,0,0,0,26.28,1/16/2026
QUEENS,2026-01-16 13:00:00+00:00,-4.926,0,39800,0,0,0,22.392462,1/16/2026
QUEENS,2026-01-16 14:00:00+00:00,-4.026,0,38700,0,0,0,23.576563,1/16/2026
QUEENS,2026-01-16 15:00:00+00:00,-2.626,0,44000,0,0,0,27.381308,1/16/2026
QUEENS,2026-01-16 16:00:00+00:00,-1.676,0,45000,0,0,0,24.522316,1/16/2026
QUEENS,2026-01-16 17:00:00+00:00,-1.176,0,47200,0,0,0,26.220753,1/16/2026
QUEENS,2026-01-16 18:00:00+00:00,-0.526,0,53000,0,0,0,23.14103,1/16/2026
QUEENS,2026-01-16 19:00:00+00:00,-0.026,0,48100,0,0,0,22.253124,1/16/2026
QUEENS,2026-01-16 20:00:00+00:00,0.67399997,0,50700,0,0,0,20.774214,1/16/2026
QUEENS,2026-01-16 21:00:00+00:00,0.724,0,55600,0,0,0,12.7279215,1/16/2026
QUEENS,2026-01-16 22:00:00+00:00,-0.57600003,0,46500,0,0,0,10.739832,1/16/2026
QUEENS,2026-01-16 23:00:00+00:00,-0.276,0,48500,0,0,0,14.799459,1/16/2026
QUEENS,2026-01-17 00:00:00+00:00,-0.026,0,48300,0,0,0,13.217443,1/17/2026
QUEENS,2026-01-17 01:00:00+00:00,-0.57600003,0,44100,0,0,0,11.808878,1/17/2026
QUEENS,2026-01-17 02:00:00+00:00,-0.22600001,0,45900,0,0,0,13.891522,1/17/2026
QUEENS,2026-01-17 03:00:00+00:00,0.074,0,47200,0,0,0,12.287555,1/17/2026
QUEENS,2026-01-17 04:00:00+00:00,0.024,0,43000,0,0,0,10.390226,1/17/2026
QUEENS,2026-01-17 05:00:00+00:00,-0.026,0,40300,0,0,0,10.137692,1/17/2026
QUEENS,2026-01-17 06:00:00+00:00,0.324,0,37600,0,0,0,10.853866,1/17/2026
QUEENS,2026-01-17 07:00:00+00:00,1.0239999,0,36100,0,0,0,7.2359104,1/17/2026
QUEENS,2026-01-17 08:00:00+00:00,1.324,0,41800,0,0,0,12.031756,1/17/2026
QUEENS,2026-01-17 09:00:00+00:00,1.7739999,0,44500,0,0,0,10.495713,1/17/2026
QUEENS,2026-01-17 10:00:00+00:00,2.174,0,39100,0,0,0,4.452954,1/17/2026
QUEENS,2026-01-17 11:00:00+00:00,2.224,0,42200,0,0,0,3.2599385,1/17/2026
QUEENS,2026-01-17 12:00:00+00:00,2.574,0,48700,0,0,0,8.404285,1/17/2026
QUEENS,2026-01-17 13:00:00+00:00,2.774,0,36700,0,0,0,7.8625183,1/17/2026
QUEENS,2026-01-17 14:00:00+00:00,3.874,0,37200,0,0,0,6.87779,1/17/2026
QUEENS,2026-01-17 15:00:00+00:00,4.124,0,49600,0,0,0,10.195057,1/17/2026
QUEENS,2026-01-17 16:00:00+00:00,2.574,0,30200,0,0,0,6.792466,1/17/2026
QUEENS,2026-01-17 17:00:00+00:00,1.824,0,19800,0,0,0,10.948973,1/17/2026
QUEENS,2026-01-17 18:00:00+00:00,1.724,1.3,3100,0.9,0,0.28,18.892282,1/17/2026
QUEENS,2026-01-17 19:00:00+00:00,0.62399995,2,3600,0.5999999,0,0.9800001,7.24486,1/17/2026
QUEENS,2026-01-17 20:00:00+00:00,0.87399995,0.4,14100,0.099999994,0,0.21000001,7.2,1/17/2026
QUEENS,2026-01-17 21:00:00+00:00,1.324,0,14200,0,0,0,9.085988,1/17/2026
QUEENS,2026-01-17 22:00:00+00:00,1.224,0,15500,0,0,0,8.587338,1/17/2026
QUEENS,2026-01-17 23:00:00+00:00,1.224,0,15200,0,0,0,10.028439,1/17/2026
QUEENS,2026-01-18 00:00:00+00:00,0.774,0,14600,0,0,0,6.924738,1/18/2026
QUEENS,2026-01-18 01:00:00+00:00,-0.276,0,13700,0,0,0,1.1384199,1/18/2026
QUEENS,2026-01-18 02:00:00+00:00,-0.676,0,13500,0,0,0,4.8965297,1/18/2026
QUEENS,2026-01-18 03:00:00+00:00,-0.57600003,0,12900,0,0,0,3.8939953,1/18/2026
QUEENS,2026-01-18 04:00:00+00:00,-0.726,0,13700,0,0,0,3.396233,1/18/2026
QUEENS,2026-01-18 05:00:00+00:00,-0.726,0,13300,0,0,0,2.9024127,1/18/2026
QUEENS,2026-01-18 06:00:00+00:00,-0.426,0,15100,0,0,0,3.319036,1/18/2026
QUEENS,2026-01-18 07:00:00+00:00,-0.526,0,14000,0,0,0,2.52,1/18/2026
QUEENS,2026-01-18 08:00:00+00:00,-0.376,0,12200,0,0,0,4.1046314,1/18/2026
QUEENS,2026-01-18 09:00:00+00:00,-0.426,0,12200,0,0,0,2.968636,1/18/2026
QUEENS,2026-01-18 10:00:00+00:00,-0.026,0,12900,0,0,0,2.8116899,1/18/2026
QUEENS,2026-01-18 11:00:00+00:00,0.124000005,0,1200,0,0,0,5.4477882,1/18/2026
QUEENS,2026-01-18 12:00:00+00:00,0.574,0.8,4800,0.4,0,0.28,0.35999998,1/18/2026
QUEENS,2026-01-18 13:00:00+00:00,0.474,0.8,9100,0.3,0,0.35,3.2599385,1/18/2026
QUEENS,2026-01-18 14:00:00+00:00,0.124000005,0.70000005,5100,0.30000004,0,0.28,2.7416782,1/18/2026
QUEENS,2026-01-18 15:00:00+00:00,0.424,1,2000,0.3,0,0.48999998,3.0547013,1/18/2026
QUEENS,2026-01-18 16:00:00+00:00,0.87399995,0.4,12200,0.099999994,0,0.21000001,5.3999996,1/18/2026
QUEENS,2026-01-18 17:00:00+00:00,0.62399995,0,12200,0,0,0,8.473393,1/18/2026
QUEENS,2026-01-18 18:00:00+00:00,0.87399995,0,12200,0,0,0,11.966953,1/18/2026
QUEENS,2026-01-18 19:00:00+00:00,0.92399997,0.1,12200,0,0,0.07,14.113653,1/18/2026
QUEENS,2026-01-18 20:00:00+00:00,0.67399997,0,7100,0,0,0,13.797912,1/18/2026
QUEENS,2026-01-18 21:00:00+00:00,0.62399995,0,14100,0,0,0,12.324414,1/18/2026
QUEENS,2026-01-18 22:00:00+00:00,0.524,0.2,7400,0,0,0.14,10.464798,1/18/2026
QUEENS,2026-01-18 23:00:00+00:00,0.27400002,0.6,3700,0.3,0,0.21000001,13.849477,1/18/2026
QUEENS,2026-01-19 00:00:00+00:00,0.224,0.4,5200,0.099999994,0,0.21000001,13.746156,1/19/2026
QUEENS,2026-01-19 01:00:00+00:00,0.024,0.7,1200,0.29999998,0,0.28,15.349684,1/19/2026
QUEENS,2026-01-19 02:00:00+00:00,-0.326,1.1,3700,0.3,0,0.56,15.30741,1/19/2026
QUEENS,2026-01-19 03:00:00+00:00,-0.57600003,0.3,13500,0,0,0.21000001,11.923557,1/19/2026
QUEENS,2026-01-19 04:00:00+00:00,-0.526,0,14100,0,0,0,11.019764,1/19/2026
QUEENS,2026-01-19 05:00:00+00:00,-0.976,0,15700,0,0,0,11.923557,1/19/2026
QUEENS,2026-01-19 06:00:00+00:00,-1.526,0,14400,0,0,0,7.2359104,1/19/2026
QUEENS,2026-01-19 07:00:00+00:00,-1.326,0,15500,0,0,0,8.647496,1/19/2026
QUEENS,2026-01-19 08:00:00+00:00,-1.326,0,16100,0,0,0,9.028754,1/19/2026
QUEENS,2026-01-19 09:00:00+00:00,-1.276,0,17500,0,0,0,14.986553,1/19/2026
QUEENS,2026-01-19 10:00:00+00:00,-2.376,0,16400,0,0,0,16.394829,1/19/2026
QUEENS,2026-01-19 11:00:00+00:00,-3.176,0,17600,0,0,0,15.03835,1/19/2026
QUEENS,2026-01-19 12:00:00+00:00,-4.526,0,17900,0,0,0,10.948973,1/19/2026
QUEENS,2026-01-19 13:00:00+00:00,-4.726,0,18500,0,0,0,12.015589,1/19/2026
QUEENS,2026-01-19 14:00:00+00:00,-4.326,0,23100,0,0,0,16.75064,1/19/2026
QUEENS,2026-01-19 15:00:00+00:00,-3.576,0,27900,0,0,0,18.175545,1/19/2026
QUEENS,2026-01-19 16:00:00+00:00,-2.376,0,28600,0,0,0,16.87398,1/19/2026
QUEENS,2026-01-19 17:00:00+00:00,-1.326,0,29400,0,0,0,16.179987,1/19/2026
QUEENS,2026-01-19 18:00:00+00:00,-0.676,0,28200,0,0,0,18.59845,1/19/2026
QUEENS,2026-01-19 19:00:00+00:00,0.024,0,30300,0,0,0,21.868332,1/19/2026
QUEENS,2026-01-19 20:00:00+00:00,-0.176,0,34300,0,0,0,22.553934,1/19/2026
QUEENS,2026-01-19 21:00:00+00:00,-0.57600003,0,40000,0,0,0,22.26477,1/19/2026
QUEENS,2026-01-19 22:00:00+00:00,-0.87600005,0,40000,0,0,0,15.94601,1/19/2026
QUEENS,2026-01-19 23:00:00+00:00,-0.676,0,37200,0,0,0,10.44,1/19/2026
QUEENS,2026-01-20 00:00:00+00:00,-0.62600005,0,34000,0,0,0,12.261157,1/20/2026
QUEENS,2026-01-20 01:00:00+00:00,-0.526,0,33200,0,0,0,15.629971,1/20/2026
QUEENS,2026-01-20 02:00:00+00:00,-0.176,0,28900,0,0,0,17.610588,1/20/2026
QUEENS,2026-01-20 03:00:00+00:00,-0.526,0,49100,0,0,0,24.569832,1/20/2026
QUEENS,2026-01-20 04:00:00+00:00,-1.326,0,50600,0,0,0,23.411074,1/20/2026
QUEENS,2026-01-20 05:00:00+00:00,-1.826,0,59000,0,0,0,24.905132,1/20/2026
QUEENS,2026-01-20 06:00:00+00:00,-2.926,0,48800,0,0,0,29.574827,1/20/2026
QUEENS,2026-01-20 07:00:00+00:00,-4.126,0,51500,0,0,0,24.442911,1/20/2026
QUEENS,2026-01-20 08:00:00+00:00,-5.426,0,45400,0,0,0,15.941944,1/20/2026
QUEENS,2026-01-20 09:00:00+00:00,-6.026,0,42500,0,0,0,18.806337,1/20/2026
QUEENS,2026-01-20 10:00:00+00:00,-6.826,0,41700,0,0,0,19.083395,1/20/2026
QUEENS,2026-01-20 11:00:00+00:00,-7.576,0,40800,0,0,0,18.391735,1/20/2026
QUEENS,2026-01-20 12:00:00+00:00,-8.176,0,35800,0,0,0,17.373497,1/20/2026
QUEENS,2026-01-20 13:00:00+00:00,-8.326,0,34300,0,0,0,17.518356,1/20/2026
QUEENS,2026-01-20 14:00:00+00:00,-7.626,0,37500,0,0,0,20.265795,1/20/2026
QUEENS,2026-01-20 15:00:00+00:00,-7.226,0,40800,0,0,0,21.542923,1/20/2026
QUEENS,2026-01-20 16:00:00+00:00,-6.426,0,46300,0,0,0,23.535301,1/20/2026
QUEENS,2026-01-20 17:00:00+00:00,-5.876,0,49300,0,0,0,24.216522,1/20/2026
QUEENS,2026-01-20 18:00:00+00:00,-5.526,0,50200,0,0,0,25.264202,1/20/2026
QUEENS,2026-01-20 19:00:00+00:00,-5.326,0,50500,0,0,0,22.346113,1/20/2026
QUEENS,2026-01-20 20:00:00+00:00,-5.226,0,51600,0,0,0,22.782625,1/20/2026
QUEENS,2026-01-20 21:00:00+00:00,-5.626,0,52900,0,0,0,23.14103,1/20/2026
QUEENS,2026-01-20 22:00:00+00:00,-6.426,0,51600,0,0,0,19.70815,1/20/2026
QUEENS,2026-01-20 23:00:00+00:00,-6.726,0,47300,0,0,0,17.727943,1/20/2026
QUEENS,2026-01-21 00:00:00+00:00,-7.226,0,48900,0,0,0,16.055353,1/21/2026
QUEENS,2026-01-21 01:00:00+00:00,-7.576,0,49400,0,0,0,13.358861,1/21/2026
QUEENS,2026-01-21 02:00:00+00:00,-7.726,0,47900,0,0,0,12.144331,1/21/2026
QUEENS,2026-01-21 03:00:00+00:00,-7.626,0,47600,0,0,0,12.768586,1/21/2026
QUEENS,2026-01-21 04:00:00+00:00,-7.826,0,45000,0,0,0,13.358861,1/21/2026
BRONX,2026-01-14 05:00:00+00:00,5.726,0,31700,0,0,0,11.043261,1/14/2026
BRONX,2026-01-14 06:00:00+00:00,6.076,0,29700,0,0,0,6.519877,1/14/2026
BRONX,2026-01-14 07:00:00+00:00,6.126,0,30200,0,0,0,6.162207,1/14/2026
BRONX,2026-01-14 08:00:00+00:00,5.126,0,27500,0,0,0,6.5693827,1/14/2026
BRONX,2026-01-14 09:00:00+00:00,5.176,0,33000,0,0,0,7.5685663,1/14/2026
BRONX,2026-01-14 10:00:00+00:00,4.376,0,30000,0,0,0,4.6938252,1/14/2026
BRONX,2026-01-14 11:00:00+00:00,4.876,0,38500,0,0,0,5.8048253,1/14/2026
BRONX,2026-01-14 12:00:00+00:00,4.826,0,40900,0,0,0,5.154415,1/14/2026
BRONX,2026-01-14 13:00:00+00:00,5.676,0,41200,0,0,0,5.495161,1/14/2026
BRONX,2026-01-14 14:00:00+00:00,6.576,0,38300,0,0,0,5.815978,1/14/2026
BRONX,2026-01-14 15:00:00+00:00,8.076,0,44300,0,0,0,11.631956,1/14/2026
BRONX,2026-01-14 16:00:00+00:00,8.676,0,47900,0,0,0,7.5942082,1/14/2026
BRONX,2026-01-14 17:00:00+00:00,9.476,0,44400,0,0,0,6.489992,1/14/2026
BRONX,2026-01-14 18:00:00+00:00,10.026,0,47900,0,0,0,2.9024127,1/14/2026
BRONX,2026-01-14 19:00:00+00:00,10.626,0,45600,0,0,0,2.4149535,1/14/2026
BRONX,2026-01-14 20:00:00+00:00,10.376,0,40600,0,0,0,4.68,1/14/2026
BRONX,2026-01-14 21:00:00+00:00,9.976,0,34900,0,0,0,6.1305785,1/14/2026
BRONX,2026-01-14 22:00:00+00:00,8.576,0,31000,0,0,0,6.725354,1/14/2026
BRONX,2026-01-14 23:00:00+00:00,8.226,0,29800,0,0,0,9.346143,1/14/2026
BRONX,2026-01-15 00:00:00+00:00,7.376,0,25200,0,0,0,7.92,1/15/2026
BRONX,2026-01-15 01:00:00+00:00,6.926,0,21100,0,0,0,6.696387,1/15/2026
BRONX,2026-01-15 02:00:00+00:00,6.326,0,19500,0,0,0,7.2,1/15/2026
BRONX,2026-01-15 03:00:00+00:00,6.476,0,20800,0,0,0,3.8773184,1/15/2026
BRONX,2026-01-15 04:00:00+00:00,6.476,0,16600,0,0,0,7.9932966,1/15/2026
BRONX,2026-01-15 05:00:00+00:00,5.876,0,18000,0,0,0,7.42159,1/15/2026
BRONX,2026-01-15 06:00:00+00:00,6.076,0,21400,0,0,0,8.905908,1/15/2026
BRONX,2026-01-15 07:00:00+00:00,5.726,0,23400,0,0,0,9.904906,1/15/2026
BRONX,2026-01-15 08:00:00+00:00,6.226,0,23200,0,0,0,6.792466,1/15/2026
BRONX,2026-01-15 09:00:00+00:00,5.676,0,22200,0,0,0,5.991594,1/15/2026
BRONX,2026-01-15 10:00:00+00:00,5.426,0,23100,0,0,0,8.209263,1/15/2026
BRONX,2026-01-15 11:00:00+00:00,6.226,0,25400,0,0,0,10.315115,1/15/2026
BRONX,2026-01-15 12:00:00+00:00,5.326,0,19000,0,0,0,11.720751,1/15/2026
BRONX,2026-01-15 13:00:00+00:00,5.626,0,15600,0,0,0,14.973577,1/15/2026
BRONX,2026-01-15 14:00:00+00:00,6.226,0,31700,0,0,0,24.819122,1/15/2026
BRONX,2026-01-15 15:00:00+00:00,4.776,0,28500,0,0,0,25.071098,1/15/2026
BRONX,2026-01-15 16:00:00+00:00,5.076,0,38500,0,0,0,26.807312,1/15/2026
BRONX,2026-01-15 17:00:00+00:00,4.526,0,41900,0,0,0,27.553524,1/15/2026
BRONX,2026-01-15 18:00:00+00:00,4.276,0,48900,0,0,0,26.564486,1/15/2026
BRONX,2026-01-15 19:00:00+00:00,3.726,0,50000,0,0,0,24.590923,1/15/2026
BRONX,2026-01-15 20:00:00+00:00,2.926,0,48300,0,0,0,24.703976,1/15/2026
BRONX,2026-01-15 21:00:00+00:00,1.426,0,49900,0,0,0,24.64094,1/15/2026
BRONX,2026-01-15 22:00:00+00:00,0.126,0,53600,0,0,0,23.000591,1/15/2026
BRONX,2026-01-15 23:00:00+00:00,-1.174,0,47900,0,0,0,23.157824,1/15/2026
BRONX,2026-01-16 00:00:00+00:00,-1.824,0,47800,0,0,0,21.38897,1/16/2026
BRONX,2026-01-16 01:00:00+00:00,-4.074,0,43500,0,0,0,14.440443,1/16/2026
BRONX,2026-01-16 02:00:00+00:00,-3.624,0,50900,0,0,0,19.881649,1/16/2026
BRONX,2026-01-16 03:00:00+00:00,-4.124,0,49300,0,0,0,17.377226,1/16/2026
BRONX,2026-01-16 04:00:00+00:00,-4.774,0,45900,0,0,0,18.671474,1/16/2026
BRONX,2026-01-16 05:00:00+00:00,-4.974,0,51700,0,0,0,21.38897,1/16/2026
BRONX,2026-01-16 06:00:00+00:00,-5.274,0,43800,0,0,0,24.098497,1/16/2026
BRONX,2026-01-16 07:00:00+00:00,-5.624,0,39500,0,0,0,25.582806,1/16/2026
BRONX,2026-01-16 08:00:00+00:00,-5.774,0,40800,0,0,0,27.181787,1/16/2026
BRONX,2026-01-16 09:00:00+00:00,-5.874,0,39200,0,0,0,23.177402,1/16/2026
BRONX,2026-01-16 10:00:00+00:00,-5.824,0,38200,0,0,0,20.892412,1/16/2026
BRONX,2026-01-16 11:00:00+00:00,-5.674,0,39700,0,0,0,21.38897,1/16/2026
BRONX,2026-01-16 12:00:00+00:00,-5.824,0,40700,0,0,0,31.845251,1/16/2026
BRONX,2026-01-16 13:00:00+00:00,-5.524,0,40500,0,0,0,21.288757,1/16/2026
BRONX,2026-01-16 14:00:00+00:00,-4.174,0,40800,0,0,0,22.881956,1/16/2026
BRONX,2026-01-16 15:00:00+00:00,-2.824,0,45800,0,0,0,25.570139,1/16/2026
BRONX,2026-01-16 16:00:00+00:00,-1.5239999,0,46200,0,0,0,24.881702,1/16/2026
BRONX,2026-01-16 17:00:00+00:00,-0.67399997,0,48800,0,0,0,25.812277,1/16/2026
BRONX,2026-01-16 18:00:00+00:00,0.026,0,53500,0,0,0,23.377836,1/16/2026
BRONX,2026-01-16 19:00:00+00:00,0.376,0,52900,0,0,0,20.870687,1/16/2026
BRONX,2026-01-16 20:00:00+00:00,0.82600003,0,53300,0,0,0,19.839235,1/16/2026
BRONX,2026-01-16 21:00:00+00:00,0.57600003,0,54700,0,0,0,13.138765,1/16/2026
BRONX,2026-01-16 22:00:00+00:00,-0.324,0,56500,0,0,0,7.9036193,1/16/2026
BRONX,2026-01-16 23:00:00+00:00,-1.474,0,58300,0,0,0,10.163227,1/16/2026
BRONX,2026-01-17 00:00:00+00:00,-1.7739999,0,57200,0,0,0,10.086427,1/17/2026
BRONX,2026-01-17 01:00:00+00:00,-2.524,0,46600,0,0,0,7.24486,1/17/2026
BRONX,2026-01-17 02:00:00+00:00,-2.424,0,46900,0,0,0,11.681987,1/17/2026
BRONX,2026-01-17 03:00:00+00:00,-0.424,0,56200,0,0,0,8.654986,1/17/2026
BRONX,2026-01-17 04:00:00+00:00,-0.724,0,54100,0,0,0,9.422101,1/17/2026
BRONX,2026-01-17 05:00:00+00:00,-1.574,0,48900,0,0,0,11.183201,1/17/2026
